year,old name,old code,new name,new code,change type
2000-2001,"城南区,郊区,衡南县",NA,雁峰区,430406,+
2000-2001,"城北区,郊区,衡阳县",NA,石鼓区,430407,+
2000-2001,"城北区,城南区,郊区,衡南县,衡阳县",NA,蒸湘区,430408,+
2000-2001,斗门县,440421,"斗门区,金湾区",NA,-
2000-2001,斗门县,NA,斗门区,440403,+
2000-2001,"香洲区,斗门县",NA,金湾区,440404,+
2000-2001,电白县,NA,茂港区,440903,+
2000-2001,长寿县,500221,长寿区,NA,-
2000-2001,长寿县,NA,长寿区,500115,+
2000-2001,新都县,NA,新都区,510114,+
2000-2001,新都县,510125,新都区,NA,-
2000-2001,固原县,642221,原州区,NA,-
2000-2001,固原县,NA,原州区,640402,+
2001-2002,丰润县,130221,丰润区,NA,-
2001-2002,"丰润县,新区",NA,丰润区,130208,+
2001-2002,江浦县,320122,浦口区,NA,-
2001-2002,六合县,320123,六合区,NA,-
2001-2002,"大厂区,六合县",NA,六合区,320116,+
2001-2002,丹徒县,321121,丹徒区,NA,-
2001-2002,丹徒县,NA,丹徒区,321112,+
2001-2002,鄞县,NA,鄞州区,330212,+
2001-2002,鄞县,330227,鄞州区,NA,-
2001-2002,".,郊区,肥东县",NA,瑶海区,340102,+
2001-2002,莆田县,350321,"城厢区,涵江区,荔城区,秀屿区",NA,-
2001-2002,"城厢区,莆田县",NA,荔城区,350304,+
2001-2002,莆田县,NA,秀屿区,350305,+
2001-2002,"铁西区,郊区,安阳县",NA,龙安区,410506,+
2001-2002,崇左县,452129,江州区,NA,-
2001-2002,来宾县,452226,兴宾区,NA,-
2001-2002,钟山县,452427,"#,八步区",NA,-
2001-2002,"贺州市,钟山县",NA,八步区,451102,+
2001-2002,来宾县,NA,兴宾区,451302,+
2001-2002,崇左县,NA,江州区,451402,+
2001-2002,温江县,NA,温江区,510115,+
2001-2002,温江县,510123,温江区,NA,-
2001-2002,丽江纳西族自治县,NA,古城区,530702,+
2001-2002,丽江纳西族自治县,533221,古城区,NA,-
2001-2002,长安县,610121,长安区,NA,-
2001-2002,长安县,NA,长安区,610116,+
2001-2002,耀县,610221,耀州区,NA,-
2001-2002,耀县,NA,耀州区,610204,+
2001-2002,"新城区,郊区,贺兰县",NA,金凤区,640106,+
2001-2002,".,天山区,乌鲁木齐县",NA,达坂城区,650107,+
2002-2003,".,盐都县",NA,亭湖区,320902,+
2002-2003,盐都县,NA,盐都区,320903,+
2002-2003,盐都县,320928,"盐都区,亭湖区",NA,-
2002-2003,"新乡县,郊区",410702,红旗区,NA,=
2002-2003,".,郊区,新乡县",NA,卫滨区,410703,+
2002-2003,".,新乡县",NA,凤泉区,410704,+
2002-2003,".,红旗区,新华区,新乡县",NA,牧野区,410711,+
2002-2003,"苍梧县,市郊区",450403,万秀区,NA,=
2002-2003,"万秀区,市郊区,苍梧县",450404,蝶山区,NA,=
2002-2003,"市郊区,蝶山区,苍梧县",NA,长洲区,450405,+
2002-2003,"红花岗区,遵义县",NA,汇川区,520303,+
2002-2003,临沧县,NA,临翔区,530902,+
2002-2003,临沧县,533521,临翔区,NA,-
2002-2003,宝鸡县,610321,"陈仓区,金台区,渭滨区",NA,-
2002-2003,宝鸡县,NA,陈仓区,610304,+
2002-2003,定西县,622421,安定区,NA,-
2002-2003,定西县,NA,安定区,621102,+
2002-2003,"惠农县,石嘴山区",NA,惠农区,640205,+
2002-2003,陶乐县,640222,"平罗县,兴庆区",NA,-
2002-2003,惠农县,640223,惠农区,NA,-
2002-2003,中卫县,640321,沙坡头区,NA,-
2002-2003,中卫县,NA,沙坡头区,640502,+
2003-2004,呼兰县,230121,"呼兰区,松北区",NA,-
2003-2004,"道外区,呼兰县",NA,松北区,230109,+
2003-2004,呼兰县,NA,呼兰区,230111,+
2003-2004,"宿豫县,泗阳县,泗洪县",321302,宿城区,NA,=
2003-2004,宿豫县,321321,"宿豫区,宿城区",NA,-
2003-2004,"宿豫县,宿城区",NA,宿豫区,321311,+
2003-2004,"郊区,中市区,怀远县,固镇县",NA,淮上区,340311,+
2003-2004,"郾城县,源汇区",NA,郾城区,411103,+
2003-2004,"郾城县,源汇区",NA,召陵区,411104,+
2003-2004,郾城县,411123,"郾城区,召陵区,源汇区",NA,-
2003-2004,曲江县,440221,"浈江区,武江区,仁化县,曲江区",NA,-
2003-2004,曲江县,NA,曲江区,440205,+
2003-2004,".,邕宁县",NA,青秀区,450103,+
2003-2004,邕宁县,450121,"兴宁区,青秀区,江南区,良庆区,邕宁区",NA,-
2003-2004,邕宁县,NA,良庆区,450108,+
2003-2004,邕宁县,NA,邕宁区,450109,+
2003-2004,武都县,622621,武都区,NA,-
2003-2004,武都县,NA,武都区,621202,+
2004-2005,"德惠市,农安县",220103,宽城区,NA,=
2004-2005,".,芜湖县",NA,弋江区,340203,+
2004-2005,"马塘区,繁昌县",NA,三山区,340208,+
2004-2005,".,怀宁县,桐城市",NA,宜秀区,340811,+
2004-2005,".,龙亭区,鼓楼区,开封县",NA,金明区,410211,+
2004-2005,"濮阳县,清丰县",410902,华龙区,NA,=
2005-2006,"北票市,朝阳县",211302,双塔区,NA,=
2005-2006,"双塔区,朝阳县",211303,龙城区,NA,=
2005-2006,江源县,NA,江源区,220605,+
2005-2006,江源县,220625,江源区,NA,-
2005-2006,"延津县,新乡县",410702,红旗区,NA,=
2005-2006,"洛浦县,和田县",653201,和田市,NA,=
2009-2010,"铜山县,九里区",NA,铜山区,320312,+
2009-2010,铜山县,320323,铜山区,NA,-
2009-2010,"德安县,永修县,星子县",NA,共青城市,360482,+
2009-2010,蒙自县,532522,蒙自市,NA,-
2009-2010,蒙自县,NA,蒙自市,532503,+
2009-2010,文山县,532621,文山市,NA,-
2009-2010,文山县,NA,文山市,532601,+
2010-2011,和县,341424,"#,鸠江区",NA,-
2010-2011,望城县,NA,望城区,430112,+
2010-2011,望城县,430122,望城区,NA,-
2010-2011,"万盛区,綦江县",NA,綦江区,500110,+
2010-2011,"双桥区,大足县",NA,大足区,500111,+
2010-2011,綦江县,500222,綦江区,NA,-
2010-2011,大足县,500225,大足区,NA,-
2010-2011,南溪县,NA,南溪区,511503,+
2010-2011,南溪县,511522,南溪区,NA,-
2010-2011,呈贡县,530121,呈贡区,NA,-
2010-2011,呈贡县,NA,呈贡区,530114,+
2011-2012,"唐海县,丰南区",NA,曹妃甸区,130209,+
2011-2012,唐海县,130230,曹妃甸区,NA,-
2011-2012,当涂县,NA,博望区,340506,+
2011-2012,清新县,NA,清新区,441803,+
2011-2012,清新县,441827,清新区,NA,-
2011-2012,揭东县,445221,"揭东区,榕城区",NA,-
2011-2012,"揭东县,榕城区",NA,揭东区,445203,+
2011-2012,名山县,511821,名山区,NA,-
2011-2012,名山县,NA,名山区,511803,+
2012-2013,扶余县,220724,扶余市,NA,-
2012-2013,扶余县,NA,扶余市,220781,+
2012-2013,溧水县,320124,溧水区,NA,-
2012-2013,高淳县,320125,高淳区,NA,-
2012-2013,溧水县,NA,溧水区,320117,+
2012-2013,高淳县,NA,高淳区,320118,+
2012-2013,绍兴县,330621,"柯桥区,越城区",NA,-
2012-2013,绍兴县,NA,柯桥区,330603,+
2012-2013,梅县,441421,梅县区,NA,-
2012-2013,梅县,NA,梅县区,441403,+
2012-2013,潮安县,445121,"潮安区,湘桥区",NA,-
2012-2013,潮安县,NA,潮安区,445103,+
2012-2013,临桂县,NA,临桂区,450312,+
2012-2013,临桂县,450322,临桂区,NA,-
2012-2013,苍梧县,NA,龙圩区,450406,+
2012-2013,达县,511721,"达川区,通川区",NA,-
2012-2013,达县,NA,达川区,511703,+
2012-2013,弥勒县,NA,弥勒市,532504,+
2012-2013,弥勒县,532526,弥勒市,NA,-
2012-2013,乐都县,632123,乐都区,NA,-
2012-2013,乐都县,NA,乐都区,630202,+
2012-2013,玉树县,632721,玉树市,NA,-
2012-2013,玉树县,NA,玉树市,632701,+
2013-2014,栾城县,NA,栾城区,130111,+
2013-2014,栾城县,130124,栾城区,NA,-
2013-2014,赣榆县,320721,赣榆区,NA,-
2013-2014,赣榆县,NA,赣榆区,320707,+
2013-2014,永定县,NA,永定区,350803,+
2013-2014,永定县,350822,永定区,NA,-
2013-2014,陵县,371421,陵城区,NA,-
2013-2014,陵县,NA,陵城区,371403,+
2013-2014,沾化县,NA,沾化区,371603,+
2013-2014,沾化县,371624,沾化区,NA,-
2013-2014,开封县,NA,祥符区,410212,+
2013-2014,开封县,410224,祥符区,NA,-
2013-2014,郧县,420321,郧阳区,NA,-
2013-2014,郧县,NA,郧阳区,420304,+
2013-2014,电白县,440923,电白区,NA,-
2013-2014,"茂港区,电白县",NA,电白区,440904,+
2013-2014,阳东县,NA,阳东区,441704,+
2013-2014,阳东县,441723,阳东区,NA,-
2013-2014,"云安县,云城区",NA,云安区,445303,+
2013-2014,云安县,445323,云安区,NA,-
2013-2014,璧山县,NA,璧山区,500120,+
2013-2014,铜梁县,NA,铜梁区,500151,+
2013-2014,铜梁县,500224,铜梁区,NA,-
2013-2014,璧山县,500227,璧山区,NA,-
2013-2014,彭山县,NA,彭山区,511403,+
2013-2014,彭山县,511422,彭山区,NA,-
2013-2014,平坝县,520421,平坝区,NA,-
2013-2014,平坝县,NA,平坝区,520403,+
2013-2014,香格里拉县,533421,香格里拉市,NA,-
2013-2014,香格里拉县,NA,香格里拉市,533401,+
2013-2014,昌都县,542121,卡若区,NA,-
2013-2014,昌都县,NA,卡若区,540302,+
2013-2014,高陵县,NA,高陵区,610117,+
2013-2014,高陵县,610126,高陵区,NA,-
2013-2014,"..,霍城县",NA,霍尔果斯市,654004,+
2013-2014,"疏勒县,疏附县,阿克陶县",659003,图木舒克市,NA,=
2014-2015,密云县,110228,密云区,NA,-
2014-2015,延庆县,110229,延庆区,NA,-
2014-2015,密云县,NA,密云区,110118,+
2014-2015,延庆县,NA,延庆区,110119,+
2014-2015,宁河县,120221,宁河区,NA,-
2014-2015,静海县,120223,静海区,NA,-
2014-2015,宁河县,NA,宁河区,120117,+
2014-2015,静海县,NA,静海区,120118,+
2014-2015,抚宁县,NA,抚宁区,130306,+
2014-2015,抚宁县,130323,"抚宁区,海港区,北戴河区",NA,-
2014-2015,满城县,130621,满城区,NA,-
2014-2015,清苑县,130622,清苑区,NA,-
2014-2015,满城县,NA,满城区,130607,+
2014-2015,清苑县,NA,清苑区,130608,+
2014-2015,徐水县,NA,徐水区,130609,+
2014-2015,徐水县,130625,徐水区,NA,-
2014-2015,东宁县,231024,东宁市,NA,-
2014-2015,东宁县,NA,东宁市,231086,+
2014-2015,洞头县,330322,洞头区,NA,-
2014-2015,"洞头县,龙湾区",NA,洞头区,330305,+
2014-2015,铜陵县,NA,义安区,340706,+
2014-2015,铜陵县,340721,义安区,NA,-
2014-2015,霍邱县,NA,叶集区,341504,+
2014-2015,新建县,NA,新建区,360112,+
2014-2015,新建县,360122,新建区,NA,-
2014-2015,广丰县,NA,广丰区,361103,+
2014-2015,广丰县,361122,广丰区,NA,-
2014-2015,陕县,NA,陕州区,411203,+
2014-2015,陕县,411222,陕州区,NA,-
2014-2015,武鸣县,450122,武鸣区,NA,-
2014-2015,武鸣县,NA,武鸣区,450110,+
2014-2015,靖西县,451025,靖西市,NA,-
2014-2015,靖西县,NA,靖西市,451081,+
2014-2015,潼南县,500223,潼南区,NA,-
2014-2015,荣昌县,500226,荣昌区,NA,-
2014-2015,潼南县,NA,潼南区,500152,+
2014-2015,荣昌县,NA,荣昌区,500153,+
2014-2015,双流县,NA,双流区,510116,+
2014-2015,双流县,510122,双流区,NA,-
2014-2015,马尔康县!,NA,马尔康区,513201,+
2014-2015,马尔康县,513229,马尔康区,NA,-
2014-2015,康定县,513321,康定市,NA,-
2014-2015,康定县,NA,康定市,513301,+
2014-2015,江川县,530421,江川区,NA,-
2014-2015,江川县,NA,江川区,530403,+
2014-2015,腾冲县,530522,腾冲市,NA,-
2014-2015,腾冲县,NA,腾冲市,530581,+
2014-2015,堆龙德庆县,NA,堆龙德庆区,540103,+
2014-2015,堆龙德庆县,540125,堆龙德庆区,NA,-
2014-2015,林芝县,NA,巴宜区,540402,+
2014-2015,林芝县,542621,巴宜区,NA,-
2014-2015,华县,610521,华州区,NA,-
2014-2015,华县,NA,华州区,610503,+
2014-2015,横山县,NA,横山区,610803,+
2014-2015,横山县,610823,横山区,NA,-
2014-2015,平安县,630221,平安区,NA,-
2014-2015,平安县,NA,平安区,630203,+
2015-2016,蓟县,120225,蓟州区,NA,-
2015-2016,蓟县,NA,蓟州区,120119,+
2015-2016,邯郸县,130421,"邯山区,丛台区",NA,-
2015-2016,肥乡县,NA,肥乡区,130407,+
2015-2016,永年县,NA,永年区,130408,+
2015-2016,肥乡县,130428,肥乡区,NA,-
2015-2016,永年县,130429,"永年区,丛台区",NA,-
2015-2016,宣化县,130721,宣化区,NA,-
2015-2016,万全县,NA,万全区,130708,+
2015-2016,崇礼县,NA,崇礼区,130709,+
2015-2016,万全县,130729,万全区,NA,-
2015-2016,崇礼县,130733,崇礼区,NA,-
2015-2016,辽中县,210122,辽中区,NA,-
2015-2016,辽中县,NA,辽中区,210115,+
2015-2016,大洼县,211121,大洼区,NA,-
2015-2016,大洼县,NA,大洼区,211104,+
2015-2016,抚远县,230833,抚远市,NA,-
2015-2016,抚远县,NA,抚远市,230883,+
2015-2016,崇明县,310230,崇明区,NA,-
2015-2016,崇明县,NA,崇明区,310151,+
2015-2016,洪泽县,NA,洪泽区,320813,+
2015-2016,洪泽县,320829,洪泽区,NA,-
2015-2016,星子县,360427,庐山市,NA,-
2015-2016,"星子县,庐山区",NA,庐山市,360483,+
2015-2016,赣县,360721,赣县区,NA,-
2015-2016,赣县,NA,赣县区,360704,+
2015-2016,东乡县,NA,东乡区,361003,+
2015-2016,东乡县,361029,东乡区,NA,-
2015-2016,垦利县,370521,垦利区,NA,-
2015-2016,垦利县,NA,垦利区,370505,+
2015-2016,定陶县,NA,定陶区,371703,+
2015-2016,定陶县,371727,定陶区,NA,-
2015-2016,许昌县,411023,建安区,NA,-
2015-2016,许昌县,NA,建安区,411003,+
2015-2016,柳江县,450221,柳江区,NA,-
2015-2016,柳江县,NA,柳江区,450206,+
2015-2016,梁平县,500228,梁平区,NA,-
2015-2016,开县,NA,开州区,500154,+
2015-2016,梁平县,NA,梁平区,500155,+
2015-2016,武隆县,NA,武隆区,500156,+
2015-2016,武隆县,500232,武隆区,NA,-
2015-2016,开县,500234,开州区,NA,-
2015-2016,郫县,NA,郫都区,510117,+
2015-2016,郫县,510124,郫都区,NA,-
2015-2016,安县,NA,安州区,510705,+
2015-2016,安县,510724,安州区,NA,-
2015-2016,遵义县,520321,"播州区,汇川区,红花岗区",NA,-
2015-2016,遵义县,NA,播州区,520304,+
2015-2016,晋宁县,530122,晋宁区,NA,-
2015-2016,晋宁县,NA,晋宁区,530115,+
2015-2016,沾益县,NA,沾益区,530303,+
2015-2016,沾益县,530328,沾益区,NA,-
2015-2016,泸水县,533321,泸水市,NA,-
2015-2016,泸水县,NA,泸水市,533301,+
2015-2016,乃东县,542221,乃东区,NA,-
2015-2016,乃东县,NA,乃东区,540502,+
2015-2016,户县,NA,鄠邑区,610118,+
2015-2016,户县,610125,鄠邑区,NA,-
2015-2016,安塞县,NA,安塞区,610603,+
2015-2016,安塞县,610624,安塞区,NA,-
2016-2017,平泉县,130823,平泉市,NA,-
2016-2017,平泉县,NA,平泉市,130881,+
2016-2017,玉环县,331021,玉环市,NA,-
2016-2017,玉环县,NA,玉环市,331083,+
2016-2017,九江县,360421,柴桑区,NA,-
2016-2017,九江县,NA,柴桑区,360404,+
2016-2017,宁乡县,430124,宁乡市,NA,-
2016-2017,宁乡县,NA,宁乡市,430182,+
2016-2017,"涟源市,双峰县",431302,娄星区,NA,=
2016-2017,罗江县,NA,罗江区,510604,+
2016-2017,罗江县,510626,罗江区,NA,-
2016-2017,隆昌县,511028,隆昌市,NA,-
2016-2017,隆昌县,NA,隆昌市,511083,+
2016-2017,盘县,520222,盘州市,NA,-
2016-2017,盘县,NA,盘州市,520281,+
2016-2017,达孜县,NA,达孜区,540104,+
2016-2017,达孜县,540126,达孜区,NA,-
2016-2017,那曲县,542421,色尼区,NA,-
2016-2017,那曲县,NA,色尼区,540602,+
2016-2017,南郑县,610721,南郑区,NA,-
2016-2017,南郑县,NA,南郑区,610703,+
2016-2017,神木县,610821,神木市,NA,-
2016-2017,神木县,NA,神木市,610881,+
2017-2018,滦县,130223,滦州市,NA,-
2017-2018,滦县,NA,滦州市,130284,+
2017-2018,大同县,NA,云州区,140215,+
2017-2018,大同县,140227,云州区,NA,-
2017-2018,长治县,140421,上党区,NA,-
2017-2018,长治县,NA,上党区,140404,+
2017-2018,屯留县,NA,屯留区,140405,+
2017-2018,屯留县,140424,屯留区,NA,-
2017-2018,怀仁县,140624,怀仁市,NA,-
2017-2018,怀仁县,NA,怀仁市,140681,+
2017-2018,漠河县,NA,漠河市,232701,+
2017-2018,漠河县,232723,漠河市,NA,-
2017-2018,海安县,320621,海安市,NA,-
2017-2018,海安县,NA,海安市,320685,+
2017-2018,潜山县,340824,潜山市,NA,-
2017-2018,潜山县,NA,潜山市,340882,+
2017-2018,余江县,360622,余江区,NA,-
2017-2018,余江县,NA,余江区,360603,+
2017-2018,济阳县,NA,济阳区,370115,+
2017-2018,济阳县,370125,济阳区,NA,-
2017-2018,邹平县,371626,邹平市,NA,-
2017-2018,邹平县,NA,邹平市,371681,+
2017-2018,京山县,420821,京山市,NA,-
2017-2018,京山县,NA,京山市,420882,+
2017-2018,株洲县,430221,渌口区,NA,-
2017-2018,株洲县,NA,渌口区,430212,+
2017-2018,荔浦县,450331,荔浦市,NA,-
2017-2018,荔浦县,NA,荔浦市,450381,+
2017-2018,宜宾县,511521,"叙州区,翠屏区",NA,-
2017-2018,"宜宾县,翠屏区",NA,叙州区,511504,+
2017-2018,兴仁县,522322,兴仁市,NA,-
2017-2018,兴仁县,NA,兴仁市,522302,+
2017-2018,马龙县,530321,马龙区,NA,-
2017-2018,马龙县,NA,马龙区,530304,+
2017-2018,水富县,530630,水富市,NA,-
2017-2018,水富县,NA,水富市,530681,+
2017-2018,彬县,610427,彬州市,NA,-
2017-2018,彬县,NA,彬州市,610482,+
2017-2018,华亭县,620824,华亭市,NA,-
2017-2018,华亭县,NA,华亭市,620881,+
2018-2019,太谷县,NA,太谷区,140703,+
2018-2019,太谷县,140726,太谷区,NA,-
2018-2019,嫩江县,231121,嫩江市,NA,-
2018-2019,嫩江县,NA,嫩江市,231183,+
2018-2019,苍南县,NA,龙港市,330383,+
2018-2019,无为县,340225,无为市,NA,-
2018-2019,无为县,NA,无为市,340281,+
2018-2019,广德县,341822,广德市,NA,-
2018-2019,广德县,NA,广德市,341882,+
2018-2019,上饶县,361121,广信区,NA,-
2018-2019,上饶县,NA,广信区,361104,+
2018-2019,茌平县,NA,茌平区,371503,+
2018-2019,茌平县,371523,茌平区,NA,-
2018-2019,长垣县,410728,长垣市,NA,-
2018-2019,长垣县,NA,长垣市,410783,+
2018-2019,淮阳县,NA,淮阳区,411603,+
2018-2019,淮阳县,411626,淮阳区,NA,-
2018-2019,邵东县,430521,邵东市,NA,-
2018-2019,邵东县,NA,邵东市,430582,+
2018-2019,田阳县,451021,田阳区,NA,-
2018-2019,田阳县,NA,田阳区,451003,+
2018-2019,平果县,451023,平果市,NA,-
2018-2019,平果县,NA,平果市,451082,+
2018-2019,射洪县,510922,射洪市,NA,-
2018-2019,射洪县,NA,射洪市,510981,+
2018-2019,澄江县,530422,澄江市,NA,-
2018-2019,澄江县,NA,澄江市,530481,+
2018-2019,子长县,610623,子长市,NA,-
2018-2019,子长县,NA,子长市,610681,+
2018-2019,湟中县,NA,湟中区,630106,+
2018-2019,湟中县,630122,湟中区,NA,-
2018-2019,库车县,NA,库车市,652902,+
2018-2019,库车县,652923,库车市,NA,-
2019-2020,邢台县,130521,"襄都区,信都区",NA,-
2019-2020,".,邢台县",NA,襄都区,130502,+
2019-2020,".,邢台县",NA,信都区,130503,+
2019-2020,任县,NA,任泽区,130505,+
2019-2020,南和县,NA,南和区,130506,+
2019-2020,任县,130526,任泽区,NA,-
2019-2020,南和县,130527,南和区,NA,-
2019-2020,芜湖县,340221,湾沚区,NA,-
2019-2020,繁昌县,340222,繁昌区,NA,-
2019-2020,芜湖县,NA,湾沚区,340210,+
2019-2020,繁昌县,NA,繁昌区,340212,+
2019-2020,龙南县,360727,龙南市,NA,-
2019-2020,龙南县,NA,龙南市,360783,+
2019-2020,长岛县,370634,蓬莱区,NA,-
2019-2020,"长岛县,蓬莱市",NA,蓬莱区,370614,+
2019-2020,监利县,421023,监利市,NA,-
2019-2020,监利县,NA,监利市,421088,+
2019-2020,新津县,NA,新津区,510118,+
2019-2020,新津县,510132,新津区,NA,-
2019-2020,水城县,520221,"钟山区,水城区",NA,-
2019-2020,水城县,NA,水城区,520204,+
2019-2020,同仁县,632321,同仁市,NA,-
2019-2020,同仁县,NA,同仁市,632301,+
2019-2020,"乌鲁木齐县,新市区",650106,头屯河区,NA,=
2019-2020,"和静县,焉耆回族自治县,博湖县,和硕县,若羌县,且末县",659006,铁门关市,NA,=
2020-2021,沙县,NA,沙县区,350405,+
2020-2021,沙县,350427,沙县区,NA,-
2020-2021,长泰县,NA,长泰区,350605,+
2020-2021,长泰县,350625,长泰区,NA,-
2020-2021,"孟津县,吉利区",NA,孟津区,410308,+
2020-2021,孟津县,410322,孟津区,NA,-
2020-2021,祁阳县,431121,祁阳市,NA,-
2020-2021,祁阳县,NA,祁阳市,431181,+
2020-2021,横县,450127,横州市,NA,-
2020-2021,横县,NA,横州市,450181,+
2020-2021,会理县,NA,会理市,513402,+
2020-2021,会理县,513425,会理市,NA,-
2020-2021,黔西县,520522,黔西市,NA,-
2020-2021,黔西县,NA,黔西市,520581,+
2020-2021,禄丰县,NA,禄丰市,532302,+
2020-2021,禄丰县,532331,禄丰市,NA,-
2020-2021,凤翔县,610322,凤翔区,NA,-
2020-2021,凤翔县,NA,凤翔区,610305,+
2020-2021,旬阳县,610928,旬阳市,NA,-
2020-2021,旬阳县,NA,旬阳市,610981,+
2020-2021,沙湾县,NA,沙湾市,654203,+
2020-2021,沙湾县,654223,沙湾市,NA,-
2022-2023,米林县,540422,米林市,NA,-
2022-2023,米林县,NA,米林市,540481,+
2022-2023,错那县,540530,错那市,NA,-
2022-2023,错那县,NA,错那市,540581,+
2023-2024,"疏附县,疏勒县",653101,喀什市,NA,=
2023-2024,"阿图什市,乌恰县",659003,图木舒克市,NA,=
2023-2024,"和静县,焉耆回族自治县,博湖县,尉犁县,且末县",659006,铁门关市,NA,=
